category,text,category_id,train
Card: report stolen or lost,Please freeze my lost card immediately,3,0
Global: get balance,What does my account balance say?,4,0
User Account: connect banks,Show me the process to link my bank account with this financial tool.,30,0
Spend Account: get cash withdrawal and reload locations,Directions needed for the nearest card reload facility.,18,0
Card: get info status,"Hey, just need to verify, is my card still active?",28,0
Card: get shipping status where is,Where can I check the delivery status of my new debit card?,2,0
Transaction: history,I need to go over each transaction made last December.,7,0
Card: add new,What are the steps to request another card from my account?,16,0
Document: upload,What are the consequences of not uploading required documents?,31,0
Card: add new,Can we add another card under my existing account quickly?,16,0
User Account: edit profile name,What is the process to modify my name officially in my profile?,33,0
Notifications: manage,Control notification settings through the website.,39,0
User Account: change email address,Assist me to change my account email,9,0
Spend Account: transfer funds external bank,Is it secure to transfer money to another bank through your platform?,13,0
Card: cancel close,How do I permanently deactivate my card?,35,0
Rewards: opt out,Help me unsubscribe from the reward offers.,26,0
Rewards: opt in,What’s the process to opt into rewards?,25,1
Refer a Friend: get info,Do I need to have an active account to refer a friend?,20,0
User Account: get fee plan info,Show me the fees associated with my debit card.,27,0
Card: get info status,Is everything alright with my credit card status?,28,0
Spend Account: transfer funds external bank,However I can speed up the transfer process to another bank?,13,1
Spend Account: get cash withdrawal and reload locations,Finding a place to top-up my card?,18,0
Card: reset PIN,Show me how to change my PIN through the app.,34,0
Spend Account: transfer funds,Transfer $250 to my savings please.,11,0
Document: upload,Is there a guide on how to upload identification documents?,31,0
Rewards: opt out,"I want to exit the rewards program, how can I do that?",26,0
User Account: get help contact customer service,What are the hours for customer care?,22,1
User Account: edit profile name,Need help with profile name alteration,33,0
Rewards: view offers,Are there any partner offers available for my card subscribers?,21,0
Card: report stolen or lost,I think I dropped my card at the cafe today,3,0
Transaction: history,Let me see all the transactions I authorized this month.,7,0
Card: replace or upgrade,Who do I contact for a card replacement?,42,0
Spend Account: consent to direct deposit,Let's set up my direct deposit together!,37,0
Spend Account: transfer funds checks,Is it faster to transfer funds via check or electronic methods?,12,0
Transaction: report dispute incorrect,Can I dispute a charge from last month I just noticed?,8,0
User Account: change password post login,Help me reset my password to secure my account,43,0
Global: get routing number direct deposit info,Can you show me where to find the routing number on my app?,5,0
Card: replace or upgrade,I'd like to swap my current card for one with no annual fee. Possible?,42,0
Rewards: opt out,Opt me out from all future reward programs.,26,0
Global: get balance,Can you pull up my account balance?,4,0
Card: get shipping status where is,"I'm looking for my card delivery status, can you provide that?",2,0
Spend Account: transfer funds external bank,What's needed to send money from my spending account to another bank?,13,0
User Account: change mailing address,Switch my contact address in your records,10,0
User Account: change password post login,Assist with new password creation,43,0
Card: report stolen or lost,Need to report a missing card ASAP,3,1
Card: temporary limit increase,"I need a temporary credit limit raise, how do I get that?",36,0
Notifications: manage,Show me how to manage app notifications.,39,1
Document: upload,Where do I go to start uploading documents for my new account?,31,0
User Account: change email address,"Update my email, it's not in use anymore",9,0
Global: get routing number direct deposit info,I need to find the routing number for electronic transfers.,5,0
Transaction: history,Is it possible to email me my last 20 transactions?,7,0
Savings Account: get info view program,Please give details on the savings program attached to my account.,24,0
Card: reset PIN,"I need help setting up a new PIN, please assist.",34,0
User Account: closure request,"This is my final decision, please close my account",38,0
Spend Account: find ATMs,Need directions to the nearest ATM.,17,0
User Account: esign,Explain how to initiate eSigning on your website.,19,0
Spend Account: consent to direct deposit,How do I give my consent for direct deposit electronically?,37,0
Notifications: sign up for,Set up my notifications for withdrawals and deposits.,40,1
User Account: log out,"Need to close my session, logout steps?",23,0
User Account: get fee plan info,Can you show me the costs involved with my account?,27,0
User Account: change email address,Want to modify the email linked to my account,9,0
User Account: change password post login,Can you assist me with a password change?,43,0
Transaction: report dispute incorrect,There's a purchase I don't recognize on my card,8,0
User Account: get fee plan info,Are there any fees for currency conversion?,27,0
User Account: change phone number,Please guide me on how to change the registered phone number on my account.,32,0
User Account: change password post login,Tell me how to change my password after logging in,43,0
Card: report stolen or lost,Have to report a lost card right now,3,0
Rewards: view offers,Show me all the cash rebate programs applicable to my account.,21,0
Card: disable,Please disable my card immediately,0,0
User Account: log out,Show steps to log out from here.,23,0
User Account: esign,Can I change my e-signature once it’s set up?,19,0
Rewards: opt in,"Activate my rewards feature, please.",25,0
Card: report stolen or lost,"Need assistance, I've lost my card",3,0
User Account: change password post login,Help changing my password,43,0
Spend Account: transfer funds,Can I move all my balance to a new account?,11,0
Spend Account: get cash withdrawal and reload locations,List all reload locations within 5 miles.,18,0
Overdraft: opt out,How can I cancel my overdraft protection service?,29,0
Spend Account: transfer funds,I’d like to move some money to my daughter's account.,11,0
Spend Account: find ATMs,ATM locations near me?,17,0
Refer a Friend: get info,What is the maximum reward I can earn from referrals?,20,0
Overdraft: opt out,Show me how to deactivate the overdraft function.,29,0
User Account: get secure inbox messages,Fetch my latest secure inbox messages.,15,0
User Account: get help contact customer service,Please provide contact details for urgent assistance,22,0
User Account: get secure inbox messages,How many unread messages are there in my secure inbox?,15,0
User Account: change mailing address,Change the address where you send my statements,10,0
Card: get info status,"Hey, is my card still in an active state or has it been suspended?",28,0
Refer a Friend: get info,What's in it for me if I refer someone to your services?,20,0
Card: enable,Can my card be unpaused now?,1,0
User Account: change phone number,"Switched my phone number recently, need help updating it in my banking profile.",32,0
Global: get routing number direct deposit info,I am setting up direct deposit and need my routing number.,5,0
Rewards: opt out,How do I stop receiving rewards on my card?,26,0
User Account: get secure inbox messages,What are my recent secure inbox notifications?,15,0
User Account: change mailing address,Change the location you have on record for me,10,0
Document: upload,Can I pause and resume uploading documents?,31,0
Rewards: opt in,Help me get into the reward offers program.,25,0
User Account: log out,"Direct me to the logout page, please.",23,0
Card: report not received,What happens if my card isn't delivered?,41,0
Transaction: report dispute incorrect,"There's a charge that I don't recognize, what's next?",8,0
Notifications: manage,Notification setup options?,39,0
Card: report stolen or lost,"My card's been stolen, what should I do?",3,0
Notifications: sign up for,Sign me up for news and updates.,40,0
Overdraft: opt out,"I'd like to cancel my overdraft service, what do I do?",29,0
Rewards: opt in,Can I be added to the rewards list?,25,1
Card: cancel close,"I'd like to permanently deactivate my card, what steps do I follow?",35,0
Transaction: history,Can I see a history of the transactions made while traveling?,7,0
User Account: closure request,I want to permanently deactivate my bank account,38,0
Spend Account: transfer funds external bank,What's the process to transfer money to another bank from here?,13,0
Rewards: view offers,What rewards are available on my card?,21,1
User Account: log out,"Please assist, I need to log out now.",23,1
Spend Account: find ATMs,Need to locate an ATM close by.,17,0
Document: upload,Do you accept PDF files for document uploads?,31,0
User Account: change password post login,Show steps to modify my password,43,0
Card: get shipping status where is,Could you tell me the estimated delivery date of my card?,2,0
Spend Account: transfer funds,Can I use my phone to transfer money from my account?,11,0
Refer a Friend: get info,Are there any promotional materials I can use to refer friends?,20,0
Global: get balance,"Hey, can you show me my balance info?",4,0
Spend Account: find ATMs,Point me to the nearest cash dispenser.,17,0
Notifications: manage,Show me how to stop these frequent notifications.,39,0
Global: get routing number direct deposit info,What is the routing number for my account?,5,0
User Account: get secure inbox messages,Please check my secure inbox for new messages.,15,0
User Account: esign,How does the platform ensure the integrity of my e-signed documents?,19,0
User Account: change phone number,How to update my phone number in case of changing it?,32,0
Document: upload,What should I do if I don't have a scanner for uploading documents?,31,0
Card: enable,I'd like to reactivate my blocked card.,1,0
User Account: change phone number,Tell me the steps to update my mobile number in your bank records.,32,0
Spend Account: transfer funds,How can I transfer $300 from my account quickly?,11,0
Spend Account: get cash withdrawal and reload locations,Spot the nearest place where I can refill my card.,18,0
Transaction: history,Can I sort my transaction history by amount?,7,0
Card: get info status,What's up with my card? Is it working fine?,28,0
User Account: change phone number,"Just updated my phone number, how can I make sure it's changed in my account?",32,1
Spend Account: consent to direct deposit,Procedure to authorize direct deposits in my financial account?,37,0
Notifications: manage,Turn off marketing messages in the app.,39,0
Card: report stolen or lost,"I might have left my card, but now it’s gone",3,0
Rewards: opt out,Please confirm my opt-out from the rewards program.,26,0
Rewards: opt in,Help me opt into the rewards scheme.,25,0
Rewards: view offers,Any deals for entertainment expenses available?,21,0
Spend Account: get cash withdrawal and reload locations,Where are the card recharge points in this town?,18,0
Global: get routing number direct deposit info,Display my current routing number.,5,0
Spending Tracker: get info,Can you help me understand the insights from my spending tracker?,14,0
User Account: change mailing address,Alter the address on my account to reflect my moving,10,0
Card: add new,Let's go ahead and add a new card to my account.,16,0
Card: enable,"Could you enable my card, I need to use it again?",1,0
Card: get shipping status where is,Can you check the postal status of my new card?,2,0
Spending Tracker: get info,Can the spending tracker notify me when I'm close to my budget limit?,14,0
Rewards: view offers,I’d like to review the current reward offers for my card.,21,0
Overdraft: opt out,Is it possible to cancel overdraft protection on my bank account?,29,0
Card: temporary limit increase,"I'm looking to raise my limit for a short time, what's the process?",36,0
Rewards: opt out,"I need to stop my rewards, can you do it now?",26,1
Global: get routing number direct deposit info,"Need to know my routing number, please.",5,0
Statement: get,Review charges from the latest statement.,6,0
Spend Account: transfer funds,"Need to shift funds to a provider, how to proceed?",11,0
Spend Account: consent to direct deposit,"I wish to authorize automatic direct deposits, help me.",37,0
Transaction: report dispute incorrect,Found a charge on my card that’s definitely not mine,8,0
Spend Account: consent to direct deposit,Procedure to allow direct deposit in my account?,37,0
Global: get routing number direct deposit info,Direct deposit details including routing number needed.,5,0
Spend Account: transfer funds external bank,What are the fees for transferring money to another bank?,13,0
Card: report not received,Can you look into why my card hasn't been received?,41,0
User Account: log out,How do I end my current session safely?,23,0
Transaction: history,I need to verify my transactions from when I was abroad.,7,0
User Account: get fee plan info,I'd like to know about the fees for electronic transfers.,27,0
Rewards: opt in,"I want to opt in to the rewards program, what should I do?",25,0
Global: get routing number direct deposit info,Need the routing number linked to my account.,5,0
Savings Account: get info view program,Can you outline my savings plan?,24,0
User Account: edit profile name,I need to correct the initials in my profile name,33,0
Rewards: view offers,Are there any special deals I can access with my card?,21,0
Spend Account: find ATMs,"I'm out of cash, locate an ATM?",17,0
User Account: get secure inbox messages,Is there anything new in my secure inbox today?,15,0
Card: reset PIN,"I lost my PIN, can I create a new one?",34,0
Card: enable,"Please, can you enable my currently blocked card?",1,0
Overdraft: opt out,Can I permanently remove overdraft from my account?,29,1
Rewards: opt in,How can I subscribe to start receiving rewards?,25,0
Rewards: opt out,Can I be removed from the cashback offers?,26,1
Rewards: opt in,Can I activate my entry to your rewards program?,25,0
User Account: change email address,"I want to change my email here, how does it work?",9,0
User Account: get fee plan info,List all the fees associated with direct deposit setups.,27,1
User Account: log out,Help me sign out of this session please.,23,1
Overdraft: opt out,Opt me out from the overdraft service.,29,1
Transaction: report dispute incorrect,"A payment was made without my consent, what should I do?",8,0
Notifications: manage,Explain how to manage my push notifications.,39,0
Notifications: sign up for,Set me up for receiving transaction alerts.,40,0
User Account: connect banks,What are the steps to link a new bank account to mine?,30,1
Card: add new,What's needed to add an additional card to my profile?,16,0
Card: reset PIN,"I'd like to change my card PIN immediately, can you help?",34,0
Global: get balance,How much dough do I got in the bank right now?,4,0
Savings Account: get info view program,I want to review the plan details of my savings account.,24,1
Card: add new,"I would like to get a new card, can you process it?",16,0
Card: add new,"I want to add a new credit card, what steps should I follow?",16,0
Statement: get,Help with viewing my card statement in the mobile app.,6,0
Spend Account: consent to direct deposit,Can I authorize direct deposit transactions on my spend account?,37,0
Global: get balance,"Let’s see my balance, shall we?",4,0
Global: get routing number direct deposit info,Routing number request for direct deposit setup.,5,0
Notifications: manage,How can I silence alerts during certain hours?,39,0
Savings Account: get info view program,Could you provide specifics of the savings program for my account?,24,0
Global: get routing number direct deposit info,Routing number needed ASAP.,5,0
User Account: log out,"I'm ready to log out, where’s the button?",23,0
Savings Account: get info view program,What perks come with my savings account?,24,0
Rewards: view offers,"Details of the latest reward schemes on my prepaid card, please.",21,0
User Account: closure request,I need to shut down my account permanently,38,0
Global: get routing number direct deposit info,Guide me to my routing number for paycheck direct deposit.,5,0
Card: report stolen or lost,Report missing card,3,0
Spend Account: find ATMs,ATM finder around me?,17,0
User Account: connect banks,"I want to add a new bank account, what's the procedure?",30,0
User Account: log out,"Enough for today, let me log out.",23,0
Card: disable,Help me disable my card,0,0
User Account: closure request,How can I request an account closure?,38,0
Statement: get,Can I view my statement from two months ago?,6,0
Card: reset PIN,Guide me through resetting a new PIN for my card.,34,0
User Account: change phone number,"I have a new phone number, how can I ensure it's updated on all my account information?",32,0
Statement: get,Can I download my statement from before three months?,6,1
User Account: connect banks,How can I add another bank account for better fund management?,30,0
Card: report not received,"I missed receiving my card, can you resend it?",41,0
Transaction: report dispute incorrect,I spotted a weird charge on my last statement,8,0
Savings Account: get info view program,What kind of savings options am I enrolled in?,24,0
Notifications: manage,Can I select what kind of alerts I get?,39,0
User Account: change mailing address,How can I modify the address that you send mail to?,10,1
Document: upload,Can I upload my documents after business hours?,31,0
Card: temporary limit increase,What's the fastest way to get a temporary limit boost on my card?,36,1
Rewards: opt out,"I'm not interested in rewards anymore, remove me?",26,0
Spend Account: consent to direct deposit,What form do I need for direct deposit authorization?,37,0
User Account: change password post login,Guide to password updating after login,43,0
Card: temporary limit increase,Can my credit limit be temporarily increased for a shopping trip?,36,0
User Account: edit profile name,"Changing name after marriage, what do I need?",33,0
Card: report stolen or lost,Please deactivate my lost card,3,0
User Account: change phone number,"I want to replace my existing phone number, what form do I need to fill?",32,1
User Account: change mailing address,Guide me through changing the address details,10,0
Transaction: report dispute incorrect,I think there’s a fraudulent transaction on my account,8,0
Refer a Friend: get info,How do I claim my referral bonus?,20,0
Card: disable,I am calling to block my card,0,0
User Account: get help contact customer service,How do I contact support for an urgent issue?,22,0
Card: disable,"Can you disable my card, I suspect fraud?",0,1
User Account: closure request,Terminate my account immediately,38,0
Global: get balance,How are my finances doing? Need balance info.,4,1
Global: get routing number direct deposit info,I require the routing number to set up a payment.,5,0
Transaction: history,Need a rundown of all my financial activities last quarter.,7,0
User Account: change phone number,What’s the procedure to update my phone number with your bank?,32,0
Global: get balance,What’s in my bank account currently in terms of balance?,4,0
Card: get shipping status where is,What's the delivery status of my recently ordered card?,2,0
Card: get info status,Can you give me a quick update on my card’s operational status?,28,0
User Account: connect banks,Show me how to add a bank account to this app.,30,0
Transaction: report dispute incorrect,"This charge on my card isn't mine, I need help!",8,0
Spend Account: consent to direct deposit,Enable my account for receiving direct deposits.,37,0
Card: add new,Is there a fee to add another card to my account?,16,0
User Account: log out,What’s the step to logout of my banking app?,23,0
Card: enable,Can you unblock my card so I can use it?,1,0
User Account: get fee plan info,What are the transaction fees for my account?,27,0
Card: add new,Can you issue me a second debit card?,16,1
Notifications: manage,How do I manage critical alerts differently from regular notifications?,39,0
Spend Account: find ATMs,Can you show me nearby ATMs?,17,0
Rewards: view offers,Do I have any redeemable points or deals?,21,0
Transaction: report dispute incorrect,Something’s off with my recent transaction history,8,0
Rewards: view offers,Can I see the reward offers for online purchases?,21,0
Card: disable,Could you help me block my card temporarily?,0,0
Spend Account: consent to direct deposit,"I'd like to enable direct deposit, how should I proceed?",37,0
Refer a Friend: get info,What happens if my referred friend doesn't sign up?,20,0
User Account: edit profile name,"I need to change the name under my profile, where do I start?",33,0
User Account: connect banks,What are the steps to sync another bank to this account?,30,0
Statement: get,Help me access my statement from two months ago.,6,0
Transaction: report dispute incorrect,I need to discuss a charge that I didn’t make,8,0
User Account: get help contact customer service,Can I get assistance from a real person?,22,0
Spending Tracker: get info,How accurate is the spending classification in the tracker?,14,0
Card: temporary limit increase,"Seeking a temporary credit limit increase, who should I contact?",36,0
Document: upload,Can I upload amendment documents if there’s a mistake in the original?,31,0
User Account: change password post login,Enable me to change my password easily,43,0
User Account: change email address,Email update needed for my user profile,9,0
Document: upload,What is the preferred resolution for document images?,31,0
Card: get shipping status where is,Could you check if my debit card has been dispatched?,2,0
User Account: get help contact customer service,Can customer service help guide me through the app?,22,0
Rewards: opt in,What do I need to do to start receiving rewards?,25,0
Spend Account: transfer funds,Please help me send money to my mom's account.,11,0
Statement: get,How do I print my latest transaction statement?,6,0
User Account: connect banks,Is there a tutorial for adding another bank to my portfolio here?,30,0
User Account: get help contact customer service,How can I escalate an issue to customer service?,22,0
Card: get shipping status where is,Where has my card reached in the shipping process?,2,0
Card: report not received,"Waiting on my card, it hasn't arrived",41,0
Spending Tracker: get info,Is the spending tracker real-time or does it have a delay?,14,0
Card: report not received,I haven't gotten the card that I ordered weeks ago,41,0
Spend Account: get cash withdrawal and reload locations,Could you find me a nearby reloadable station for my prepaid card?,18,0
User Account: change mailing address,I need to update my contact details and address.,10,0
Spend Account: get cash withdrawal and reload locations,Need a quick stop to withdraw some cash from my account.,18,0
Card: add new,"I need to add a card, what’s the first step?",16,0
Card: replace or upgrade,What are the perks of upgrading my debit card?,42,0
Rewards: view offers,Any special reward programs for new users of the card?,21,0
Savings Account: get info view program,Are there special features included in my savings plan?,24,0
Card: get info status,"I need to know the status of my card, can you provide that info?",28,0
Spend Account: find ATMs,Is there any ATM near here I can use?,17,0
Rewards: opt in,"Enable my account for rewards, how do I do that?",25,0
Global: get balance,Could you check my balance for me?,4,0
Statement: get,Can I see charges from my recent statement?,6,0
Card: add new,Can you check if I can add another card?,16,0
Spend Account: transfer funds checks,Can you help me move money using a bank check?,12,0
Card: reset PIN,"Accidentally locked my PIN, how to reset?",34,0
Rewards: view offers,Can I check which rewards are expiring soon?,21,0
User Account: get secure inbox messages,Are there recent messages in my secure inbox I should be aware of?,15,0
Card: report stolen or lost,"I misplaced my card, can you block it?",3,0
Card: disable,Can you block my card please?,0,1
Rewards: opt out,Please process my departure from the rewards scheme.,26,0
Overdraft: opt out,"I want to disable my overdraft, can you help?",29,0
Savings Account: get info view program,Could you show me what my savings account offers?,24,0
Document: upload,Can I upload documents on behalf of someone else?,31,0
User Account: get secure inbox messages,Are there any important messages in my secure inbox?,15,0
Transaction: history,Need to see what I've spent in the past month.,7,0
Card: report stolen or lost,"Someone must have snatched my wallet, need to block my card",3,0
Card: get info status,"Hey, I think my card might be deactivated, can you check?",28,0
Rewards: view offers,"I'm looking for discounts and rewards on my debit card, can you help?",21,0
Card: get info status,Can you tell me if my card has been paused?,28,0
Rewards: opt out,"I need help to stop receiving rewards, what should I do?",26,0
User Account: edit profile name,Where can I send a name change request?,33,0
User Account: get secure inbox messages,Open my secure inbox messages.,15,0
Spending Tracker: get info,Can the tracker alert me to unusual spending patterns?,14,1
Card: temporary limit increase,"Need a quick temporary limit raise, can this be arranged?",36,0
Spending Tracker: get info,Is there a tutorial on how to view my spending in the tracker?,14,0
User Account: change mailing address,Help me update my home address info,10,0
Card: enable,Please help me enable my card.,1,1
Transaction: history,Is it possible to filter my transactions by type in history?,7,0
Statement: get,Can I view my last card statement?,6,1
Spend Account: consent to direct deposit,Tell me how to enable direct deposit into my account.,37,0
Statement: get,How to check my card statement without logging in?,6,0
Card: report not received,Can you verify the delivery status of my new card?,41,0
Card: add new,How many cards can I add to my single account?,16,1
Spend Account: find ATMs,Show me where the closest cash machine is.,17,0
Spend Account: get cash withdrawal and reload locations,Can you find me a nearby place to take out cash?,18,0
Statement: get,Email me the statement for this month.,6,0
User Account: esign,How to authenticate documents with my eSignature?,19,0
Card: replace or upgrade,What forms are required for card upgrade?,42,0
Refer a Friend: get info,How much can I earn through your refer-a-friend program?,20,0
User Account: change mailing address,Edit the address you have on file for me,10,0
Spend Account: transfer funds,Is it possible to wire money directly from this app?,11,0
Transaction: history,Can I see a detailed list of my financial transactions?,7,0
Rewards: view offers,What exclusive card rewards can I use right now?,21,0
Rewards: opt in,I'd love to opt in to receive rewards. How?,25,0
Card: get shipping status where is,Can you provide me with the shipment tracking for my recently ordered card?,2,0
User Account: closure request,I want to stop all transactions and close my account,38,0
User Account: get secure inbox messages,Any recent communications in my secure inbox?,15,0
Spend Account: find ATMs,Help me locate the nearest ATM please.,17,0
User Account: change email address,Can I switch the email you have on my account?,9,0
Rewards: view offers,Are there any bonuses for adding additional users to my account?,21,0
User Account: closure request,I need to close my account due to personal reasons,38,0
User Account: log out,"Exiting soon, need to logout first.",23,0
User Account: change password post login,Urgent password change needed,43,0
Rewards: opt in,Can you set up my account for reward offers?,25,1
Spend Account: consent to direct deposit,Show me how to consent to having my paycheck deposited directly.,37,0
Spend Account: get cash withdrawal and reload locations,Where can I find a cash withdrawal location near me?,18,0
User Account: change phone number,Help needed in updating my new phone number.,32,0
Rewards: opt in,Can you help me subscribe to the rewards plan?,25,0
Card: cancel close,Please help me terminate my card.,35,0
Card: report not received,"There's been a mistake, I never got the card I was promised",41,0
Card: enable,"Let's reactivate my card, please.",1,0
Card: get info status,Is my card valid right now or not?,28,0
Card: get shipping status where is,How can I find out where my card is?,2,0
Rewards: view offers,Do I have any special promotions available?,21,0
User Account: change phone number,My contact details have changed. How to update my phone number?,32,0
Spend Account: transfer funds,I need to send some bucks to my partner’s account.,11,0
Transaction: report dispute incorrect,Help! There’s a fraudulent transaction on my account,8,0
User Account: change password post login,How do I go about changing my password?,43,0
Card: enable,How to reactivate my card for transactions?,1,0
Card: report stolen or lost,"I can’t find my credit card, think it's lost",3,0
Spend Account: transfer funds external bank,Can I split my direct deposit between two different banks?,13,0
Savings Account: get info view program,Provide information about the current savings policies of my account.,24,0
Overdraft: opt out,I’d prefer not to have overdraft. Remove it please.,29,0
User Account: change password post login,"Steps to set a new account password, please?",43,0
Card: get info status,"Hey, is my card blocked or is it just not working?",28,0
Card: report not received,"I'm yet to receive my card, who can I speak to?",41,0
Global: get routing number direct deposit info,Access my routing info.,5,1
Refer a Friend: get info,How do I track my referrals?,20,1
Card: replace or upgrade,Is there a fee for replacing or upgrading my card?,42,0
Notifications: sign up for,"I'm ready to receive all kinds of alerts, please sign me up.",40,0
Rewards: opt in,How do I proceed with rewards program subscription?,25,0
User Account: edit profile name,How long does it take to process a name change on my account?,33,0
Notifications: sign up for,"Start the service for account notifications, please.",40,0
Overdraft: opt out,Please remove the overdraft service from my account.,29,0
Card: add new,Is there a way to get a secondary card for my account?,16,0
Card: get shipping status where is,What is the current shipping status of my new credit card?,2,1
Global: get balance,Tell me my account balance.,4,0
Rewards: opt out,How can you help me opt out of the rewards?,26,0
Rewards: view offers,Can I view the range of offers for using my credit card this season?,21,0
User Account: closure request,Can you close down my account today?,38,0
Card: replace or upgrade,"I need a sleeker, new card, what are my options?",42,0
Card: get info status,Is my card still valid or has it been deactivated?,28,0
Spend Account: transfer funds external bank,"Steps to send money to my other bank account, please?",13,0
User Account: connect banks,What's required to integrate a new bank to my existing accounts?,30,0
Card: disable,"No more transactions allowed, block my card now",0,0
User Account: log out,"I want to leave, help me log out.",23,0
User Account: log out,Need help finding the logout option.,23,0
User Account: get help contact customer service,What’s the hotline number for customer support?,22,0
Statement: get,Generate the last card statement.,6,1
User Account: edit profile name,"Updating my middle name on my account, how to do it?",33,0
Spend Account: transfer funds,Need help sending cash to a friend’s bank.,11,0
Card: replace or upgrade,"How do I exchange my card for a smarter, more secure one?",42,0
Card: disable,Turn off my card to prevent misuse,0,0
Card: report not received,The card I requested two weeks ago hasn't arrived yet,41,0
Statement: get,Where do I view my statements for this year?,6,0
User Account: log out,Can you log me out of my account?,23,0
Spend Account: transfer funds,What are the limits for money transfer from my spend account?,11,0
Transaction: history,Show all the places I’ve used my card recently.,7,0
Card: disable,Freeze my card right away,0,0
Spend Account: transfer funds checks,Can I send a payment from my account with a check?,12,0
Rewards: opt in,Walk me through joining the rewards program.,25,0
Card: cancel close,Cancel my card services effective immediately.,35,0
Card: get shipping status where is,"I haven’t received any shipping update on my new card, can you help?",2,0
User Account: get secure inbox messages,Refresh my secure inbox. Any new messages?,15,0
Document: upload,Can I upload documents in a zip file?,31,0
Card: get info status,Do you know if there's any problem with my card?,28,0
Refer a Friend: get info,What's the deal with the referral program you offer?,20,0
Transaction: report dispute incorrect,"Unauthorized transaction detected, need to resolve",8,0
Overdraft: opt out,Can you turn off the overdraft feature?,29,0
Notifications: sign up for,Can you set up my mobile to get notifications on offers?,40,0
Document: upload,Will I get a confirmation once my documents are uploaded?,31,0
Savings Account: get info view program,Let me know the specifics of my savings account.,24,0
Transaction: history,Are my last few transactions available to view?,7,0
Refer a Friend: get info,Can the referral reward be used immediately?,20,0
User Account: get help contact customer service,How can I initiate a chat with a service rep?,22,0
Refer a Friend: get info,Is there any special paperwork required for referring someone?,20,0
User Account: get secure inbox messages,Have I got any new mail in my secure inbox?,15,0
Notifications: sign up for,Get me on the list for receiving important account notifications.,40,0
Notifications: sign up for,Turn on banking alerts for me.,40,0
Document: upload,Can I upload pictures of my documents?,31,0
Spend Account: find ATMs,Searching for an ATM close to me.,17,1
Spend Account: consent to direct deposit,What’s needed for me to consent to direct deposits?,37,0
User Account: log out,Where’s the sign out option here?,23,0
Overdraft: opt out,"I'd like to deactivate my overdraft, please guide.",29,0
Spend Account: get cash withdrawal and reload locations,What are the nearby reload stations for my card?,18,0
Card: report not received,My debit card is missing in the mail,41,0
Overdraft: opt out,How do I stop the overdraft feature on my account?,29,0
Card: enable,Can you activate my paused card?,1,1
User Account: get help contact customer service,Where is the customer service number listed?,22,0
Card: replace or upgrade,Is it possible to replace my current card online?,42,0
Global: get balance,Could you tell me how much funds are left in my bank account?,4,0
User Account: closure request,Can you provide the steps to close my account permanently?,38,1
Spending Tracker: get info,How can I share my spending tracker data with my accountant?,14,0
Savings Account: get info view program,What can you tell me about the financial benefits of my savings account?,24,0
Spend Account: find ATMs,"Need to find an ATM near me, any suggestions?",17,0
Overdraft: opt out,Deactivate overdraft feature for my bank account.,29,0
Card: enable,"I want my card enabled again, how can I do that?",1,0
Transaction: history,What's the most recent transaction I’ve made?,7,1
User Account: change phone number,How to officially change the phone number you have on me?,32,0
User Account: change email address,Need assistance in changing my contact email,9,1
User Account: change phone number,"I've changed phone numbers, how do I get it updated in my account?",32,0
User Account: closure request,"I'm finished with this account, how can I close it?",38,0
Refer a Friend: get info,Are referral bonuses taxable?,20,0
Card: disable,Can you put a stop on my card?,0,0
Rewards: opt in,Guide me on how to subscribe to the rewards system.,25,0
Savings Account: get info view program,Can you describe the savings options in my account?,24,0
User Account: get help contact customer service,How can I directly speak with a support agent?,22,0
User Account: change phone number,How do I go about changing the phone number you have for me?,32,0
Card: report not received,"I've been waiting for my card delivery, but it hasn't come",41,0
User Account: get fee plan info,Are there membership fees involved with my card?,27,0
User Account: get fee plan info,What does it cost for account verification?,27,0
User Account: get secure inbox messages,Can you display my secure inbox messages?,15,0
Statement: get,Request to email three months of card statements.,6,0
Rewards: view offers,List the benefits and offers of upgrading my card.,21,0
Spend Account: transfer funds,Teach me transferring money through my spending account.,11,0
User Account: change mailing address,Can you update my address info in your system?,10,0
Card: get info status,"I need to know if my card is presently blocked, can you check?",28,0
Card: get shipping status where is,Is there a way to see the shipping progress of my card?,2,0
Transaction: report dispute incorrect,I need assistance with an incorrect charge,8,0
Spend Account: transfer funds checks,Can I use a cashier’s check to transfer funds?,12,0
Card: disable,Lock my card now,0,0
Card: replace or upgrade,What's the criteria for eligible card replacements?,42,0
Savings Account: get info view program,Give me a run-down of my savings account's features.,24,0
User Account: change phone number,"I'd like to update the phone number on my file, what are the next steps?",32,0
Card: reset PIN,"Change PIN for my card, what do I need?",34,0
Card: disable,Can you put a block on my card right now?,0,0
Card: cancel close,"I'm not using this card anymore, how do I cancel it?",35,0
Transaction: history,Need a detailed view of my spendings and earnings in my transaction history.,7,0
Document: upload,Can I upload new documents before my application is approved?,31,0
Spend Account: transfer funds checks,Can international funds transfer be done through a check?,12,0
Transaction: history,Can you provide a printout of my transaction history?,7,0
Transaction: report dispute incorrect,I want to report a suspicious charge on my credit card,8,0
Card: report stolen or lost,I suspect my card is stolen,3,0
Notifications: manage,What steps do I take to manage notifications from my banking app?,39,0
Spend Account: transfer funds checks,How do I track a fund transfer done by check?,12,1
Statement: get,Print out the card statement for August.,6,0
